Year,Name,College,POS,Height (in),Weight (lbs),40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,power_five,first_round
2017,Justin Vogel,Miami,P,76,219,4.7,,34,,4.53,,1,
2016,Artie Burns,Miami,CB,71.88,193,4.46,,31.5,,,,1,
2016,Deon Bush,Miami,FS,72.38,199,4.64,17,36,123,,,1,
2016,Ufomba Kamalu,Miami,DT,77.13,295,5.01,26,25,106,4.58,7.32,1,
2016,Raphael Kirby,Miami,ILB,72,236,,27,,,,,1,
2016,Rashawn Scott,Miami,WR,72.88,199,,17,32.5,116,,,1,
2015,Thurston Armbrister,Miami,OLB,74,241,4.77,,,,,,1,
2015,Anthony Chickillo,Miami,DE,75.13,267,4.79,27,34.5,114,4.25,7.17,1,
2015,Phillip Dorsett,Miami,WR,69.75,185,4.33,13,37,122,4.11,6.7,1,
2015,Jon Feliciano,Miami,OG,75.88,323,5.33,,26.5,97,4.74,,1,
2015,Ereck Flowers,Miami,OT,78.25,329,5.31,37,,,,,1,
2015,Ladarius Gunter,Miami,CB,73.5,202,4.69,12,33.5,108,4.41,7.18,1,
2015,Duke Johnson,Miami,RB,69.13,207,4.54,,33.5,121,,,1,
2015,Shane McDermott,Miami,C,76,302,5.21,,,,,,1,
2015,Denzel Perryman,Miami,ILB,70.75,236,4.78,27,32,113,,,1,
2015,Olsen Pierre,Miami,DT,75,300,5.23,,,,,,1,
2015,Clive Walford,Miami,TE,76,251,4.79,20,35,120,4.57,7.32,1,
2015,Ryan Williams,Miami,QB,76,220,5.06,19,40,123,4.18,6.96,1,
2014,Seantrel Henderson,Miami,OT,79.13,331,5.04,,24,93,4.77,8.15,1,
2014,Allen Hurns,Miami,WR,73.25,198,4.55,14,31,120,4.5,7.23,1,
2014,Brandon Linder,Miami,OG,77.63,311,5.35,30,26.5,99,,,1,
2014,Stephen Morris,Miami,QB,73.88,213,4.63,,30,111,4.49,7.36,1,
2014,Pat O'Donnell,Miami,P,76,220,4.64,23,30.5,,,,1,
2013,Mike James,Miami,RB,70.5,223,4.53,28,35,115,4.62,,1,
2013,Brandon McGee,Miami,CB,71,193,4.4,14,33.5,119,4.18,6.71,1,
2012,Travis Benjamin,Miami,WR,69.88,172,4.31,14,38,119,,,1,
2012,Chase Ford,Miami,TE,79,255,4.78,,,,,,1,
2012,Marcus Forston,Miami,DT,73.25,301,5.05,35,28,105,4.79,7.64,1,
2012,Jacory Harris,Miami,QB,75,203,4.65,,37,113,4.4,7.1,1,
2012,Lamar Miller,Miami,RB,70.75,212,4.34,,33,,,,1,
2012,Sean Spence,Miami,OLB,71.38,231,4.66,12,33.5,119,4.28,7.46,1,
2012,Tommy Streeter,Miami,WR,76.88,219,4.37,17,33,125,,7.08,1,
2012,Olivier Vernon,Miami,DE,74.13,261,4.73,31,34.5,122,4.5,7.39,1,
2012,Brandon Washington,Miami,OG,74.88,320,5.14,28,25,101,4.87,8.22,1,
2011,Allen Bailey,Miami,DE,75,285,4.71,27,36.5,117,4.56,7.43,1,
2011,Damien Berry,Miami,RB,70.25,211,4.58,23,33.5,120,4.12,7,1,
2011,Graig Cooper,Miami,RB,70,205,4.6,18,,114,4.03,6.66,1,
2011,Orlando Franklin,Miami,OT,77.5,316,5.11,26,28.5,,,,1,
2011,Leonard Hankerson,Miami,WR,73.5,209,4.4,14,36,117,4.21,6.94,1,
2011,Brandon Harris,Miami,CB,69.5,191,4.46,13,35.5,113,4.12,6.77,1,
2011,Colin McCarthy,Miami,ILB,73.38,238,4.59,23,36.5,119,4.2,6.93,1,
2011,Demarcus Van Dyke,Miami,CB,72.75,176,4.25,5,33.5,,4.09,6.97,1,
2010,Dedrick Epps,Miami,TE,76,246,4.72,19,,,,,1,
2010,Jason Fox,Miami,OT,79,305,5.42,23,,,,,1,
2010,Jimmy Graham,Miami,TE,78.25,260,4.53,,38.5,120,4.45,6.9,1,
2010,Javarris James,Miami,RB,73,215,4.58,21,36,115,,,1,
2010,Darryl Sharpton,Miami,ILB,71.38,236,4.81,24,,,4.42,7.19,1,
2009,Bruce Johnson,Miami,CB,69.5,170,4.49,6,34.5,125,4.05,6.71,1,
2008,Calais Campbell,Miami,DE,79.75,290,5.11,16,29.5,111,4.69,7.45,1,
2008,Tavares Gooden,Miami,ILB,73.25,234,4.65,22,35,118,,,1,
2008,Kenny Phillips,Miami,FS,74.25,212,4.52,19,32.5,121,4.27,6.97,1,
2008,Kyle Wright,Miami,QB,75.4,218,4.9,,25.5,105,4.32,7.34,1,
2007,Baraka Atkins,Miami,DE,76.5,271,4.7,22,33,111,,,1,
2007,Jon Beason,Miami,OLB,72.25,237,4.76,19,,111,,,1,
2007,Brandon Meriweather,Miami,FS,70.63,195,4.5,11,35,111,4.33,7.06,1,
2007,Ryan Moore,Miami,WR,74.25,217,4.56,,32,110,4.35,6.87,1,
2007,Tyrone Moss,Miami,RB,69.13,231,4.8,16,31,107,4.56,,1,
2007,Greg Olsen,Miami,TE,77.88,254,4.53,23,35.5,114,4.48,7.04,1,
2006,Rashad Butler,Miami,OT,76.63,293,5.32,16,28,106,4.55,7.9,1,
2006,Devin Hester,Miami,WR,70.63,190,4.46,16,38,124,,,1,
2006,Kelly Jennings,Miami,CB,70.88,178,4.44,,40,120,4,,1,
2006,Marcus Maxey,Miami,CB,73.5,198,4.5,14,41.5,129,,,1,
2006,Roger McIntosh,Miami,OLB,74.13,237,4.65,18,41.5,119,,,1,
2006,Sinorice Moss,Miami,WR,68,185,4.4,,,,,,1,
2006,Javon Nanton,Miami,DE,75.38,250,4.88,22,28.5,108,,,1,
2006,Tony Tella,Miami,OG,76,307,5.2,24,24.5,97,4.84,8.17,1,
2006,Leon Williams,Miami,ILB,75,245,4.6,25,,,,,1,
2006,Eric Winston,Miami,OT,78.6,310,4.96,,29,108,4.44,7.47,1,
2005,Brock Berlin,Miami,QB,73.5,221,4.89,,29,106,4.54,7.49,1,
2005,Chris Myers,Miami,OG,76.6,300,5.18,25,,,,,1,
2005,Roscoe Parrish,Miami,WR,69.75,168,4.4,,,,,,1,
2005,Antrel Rolle,Miami,CB,72.1,201,4.5,15,,,,,1,
2017,Josh Jones,NC State,FS,73.25,220,4.41,20,37.5,132,4.27,,1,
2017,Jack Tocho,NC State,CB,71.88,202,4.54,21,35,125,4.07,,1,
2016,Jacoby Brissett,NC State,QB,75.75,231,4.94,,31,113,4.53,7.17,1,
2016,Juston Burris,NC State,CB,72.25,212,4.53,19,36.5,122,4.4,7.1,1,
2016,David Grinnage,NC State,TE,77.25,248,4.9,,29.5,106,,,1,
2016,Shadrach Thornton,NC State,RB,71.63,217,4.75,12,31,116,4.21,6.85,1,
2016,Joe Thuney,NC State,G,76.63,304,4.95,28,28.5,110,4.54,7.47,1,
2015,Will Baumann,NC State,P,77.63,187,5.14,,,,,,1,
2015,Tyson Chandler,NC State,OT,78,354,5.42,,,,,,1,
2015,Tony Creecy,NC State,RB,71,215,4.56,,,,,,1,
2015,Rob Crisp,NC State,OT,78.63,301,5.26,26,32.5,107,4.6,8.07,1,
2015,Art Norman,NC State,DE,73,252,4.79,,,,,,1,
2015,Thomas Teal,NC State,DT,73,308,5.08,,,,,,1,
2014,Dontae Johnson,NC State,FS,74.13,200,4.45,12,38.5,123,4.24,6.82,1,
2013,Zach Allen,NC State,OG,73.75,332,5.43,32,,,,,1,
2013,David Amerson,NC State,CB,73,205,4.44,15,35.5,127,,,1,
2013,Mike Glennon,NC State,QB,79.13,225,4.94,,26.5,102,4.52,7.49,1,
2013,Earl Wolff,NC State,SS,71,209,4.44,,39,134,4.07,,1,
2012,Audie Cole,NC State,ILB,76.13,246,4.76,15,35,114,4.29,6.96,1,
2012,T.J. Graham,NC State,WR,71.38,188,4.34,8,33.5,120,4.18,6.77,1,
2012,Markus Kuhn,NC State,DT,76.75,299,4.87,28,34.5,112,4.41,7.43,1,
2012,Terrell Manning,NC State,OLB,74.13,237,4.71,22,32.5,114,4.43,7.18,1,
2012,J.R. Sweezy,NC State,DT,76.75,298,4.97,21,36,113,4.41,7.4,1,
2011,Owen Spencer,NC State,WR,73.88,195,4.51,6,37.5,125,4.18,6.86,1,
2010,Ted Larsen,NC State,C,74.63,304,5.19,26,24,96,4.66,7.81,1,
2010,Willie Young,NC State,DE,77,251,4.88,25,38,118,4.56,7.24,1,
2009,Andre Brown,NC State,RB,72.13,224,4.37,24,37,115,4.33,7.35,1,
2009,Anthony Hill,NC State,TE,77,262,4.84,21,30.5,107,4.56,7.31,1,
2008,DaJuan Morgan,NC State,FS,72.13,205,4.54,21,33,119,4.41,7.12,1,
2008,DeMario Pressley,NC State,DT,75.13,301,5.17,28,25.5,100,,,1,
2007,Leroy Harris,NC State,C,74.5,302,5.36,29,24.5,96,4.8,8,1,
2007,Tank Tyler,NC State,DT,74.3,306,5.32,42,28.5,,,,1,
2006,Oliver Hoyte,NC State,ILB,74.63,245,4.98,19,32,112,4.3,7.47,1,
2006,Manny Lawson,NC State,OLB,77.38,241,4.47,23,39.5,124,4.18,6.9,1,
2006,John McCargo,NC State,DT,73.5,302,5.19,25,30.5,110,4.48,7.79,1,
2006,Stephen Tulloch,NC State,ILB,70.75,241,4.93,27,33.5,113,4.15,7.19,1,
2006,Mario Williams,NC State,DE,74.4,269,4.75,25,34,111,4.54,7.49,1,
2006,T.J. Williams,NC State,TE,74.4,269,4.75,25,34,111,4.54,7.49,1,
2005,Andre Maddox,NC State,SS,72.6,205,4.51,17,36.5,127,,7.33,1,
2005,T.A. McLendon,NC State,RB,70.3,235,4.74,27,35,115,4.19,7.34,1,
2005,Lamont Reid,NC State,CB,71.3,195,4.59,15,40.5,120,4.28,7.18,1,
2017,Mack Hollins,North Carolina,WR,75.75,221,4.53,,,,,,1,
2017,Elijah Hood,North Carolina,RB,71.75,232,,18,,,4.34,,1,
2017,Bug Howard,North Carolina,WR,75.63,221,4.58,,37.5,119,4.14,6.95,1,
2017,Nazair Jones,North Carolina,DT,76.63,304,5.11,,24.5,101,,7.93,1,
2017,T.J. Logan,North Carolina,RB,69.13,196,4.37,17,33.5,121,4.43,,1,
2017,Caleb Peterson,North Carolina,OG,77,300,,,,,4.84,,1,
2017,Ryan Switzer,North Carolina,WR,68.5,181,4.51,11,32,116,4,6.77,1,
2017,Mitchell Trubisky,North Carolina,QB,74.13,222,4.67,,27.5,116,4.25,6.87,1,
2016,Landon Turner,North Carolina,G,75.88,330,5.58,30,19,88,,,1,
2015,Ethan Farmer,North Carolina,DT,74,291,5.04,,,,,,1,
2015,Travis Hughes,North Carolina,OLB,74,225,4.68,,,,,,1,
2015,Norkeithus Otis,North Carolina,OLB,74,234,4.73,,,,,,1,
2015,Tim Scott,North Carolina,FS,71,189,4.53,,,,,,1,
2014,Russell Bodine,North Carolina,OG,75.13,310,5.18,42,29,109,4.66,8.26,1,
2014,Tre Boston,North Carolina,FS,71.63,204,4.59,18,35,115,4.31,7.04,1,
2014,Eric Ebron,North Carolina,TE,76.38,250,4.6,24,32,120,,,1,
2014,Kareem Martin,North Carolina,DE,77.88,272,4.72,22,35.5,128,4.33,7.2,1,
2014,Jabari Price,North Carolina,CB,70.63,200,4.45,16,,,4.3,7.04,1,
2014,Bryn Renner,North Carolina,QB,75.25,228,4.87,,25.5,108,4.3,7.22,1,
2013,Giovani Bernard,North Carolina,RB,68.38,202,4.53,19,33.5,122,4.12,6.91,1,
2013,Travis Bond,North Carolina,OG,77.88,329,5.27,22,22.5,98,4.96,7.85,1,
2013,Jonathan Cooper,North Carolina,OG,74.13,311,5.07,35,27,108,4.84,7.78,1,
2013,Kevin Reddick,North Carolina,ILB,73.38,243,4.72,23,,113,,,1,
2013,Sylvester Williams,North Carolina,DT,74.63,313,5.03,27,26.5,102,4.8,7.93,1,
2012,Charles Brown,North Carolina,CB,69,202,4.53,18,35.5,114,4.06,6.94,1,
2012,Zach Brown,North Carolina,OLB,73.25,244,4.44,,33.5,116,,,1,
2012,Quinton Coples,North Carolina,DE,77.75,284,4.69,25,31.5,109,4.78,7.57,1,
2012,Dwight Jones,North Carolina,WR,75.25,230,4.51,14,33,109,,,1,
2012,Donte Paige-Moss,North Carolina,DE,75.38,268,4.67,26,,,,,1,
2012,Tydreke Powell,North Carolina,DT,74.25,311,5.28,29,28.5,99,4.62,7.31,1,
2011,Marvin Austin,North Carolina,DT,73.63,309,4.84,38,30.5,112,4.4,7.33,1,
2011,Kendric Burney,North Carolina,CB,69.38,186,4.71,14,32.5,112,,,1,
2011,Bruce Carter,North Carolina,OLB,73.5,241,4.57,25,,,,,1,
2011,Shaun Draughn,North Carolina,RB,70.88,213,4.73,21,34,118,4.2,7.15,1,
2011,Greg Little,North Carolina,WR,74.5,231,4.51,27,40.5,129,4.21,6.8,1,
2011,Zach Pianalto,North Carolina,TE,75.25,256,4.78,22,32,108,4.41,6.85,1,
2011,Robert Quinn,North Carolina,DE,76,265,4.62,22,34,116,4.4,7.13,1,
2011,Da'Norris Searcy,North Carolina,SS,70.63,223,4.55,27,33,120,4.09,6.87,1,
2011,Quan Sturdivant,North Carolina,ILB,73,241,4.63,21,34,115,4.5,,1,
2011,Johnny White,North Carolina,RB,69.88,209,4.5,,32.5,117,4.31,7.07,1,
2011,Taylor Yates,North Carolina,QB,75,219,5.06,,29.5,104,4.12,6.96,1,
2010,Kyle Jolly,North Carolina,OT,78,311,5.36,20,21.5,,4.87,7.89,1,
2010,Cam Thomas,North Carolina,DT,76,330,5.16,31,29,102,4.78,7.68,1,
2010,E.J. Wilson,North Carolina,DE,74.5,286,4.97,23,29.5,,,,1,
2009,Brooks Foster,North Carolina,WR,73,201,4.45,27,,,,,1,
2009,Hakeem Nicks,North Carolina,WR,72.75,212,4.51,,36,,,,1,
2009,Richard Quinn,North Carolina,TE,75.88,264,4.88,24,32.5,119,4.62,7.5,1,
2009,Garrett Reynolds,North Carolina,OT,79.63,309,5.4,19,22,94,4.88,7.87,1,
2008,Kentwan Balmer,North Carolina,DT,76.5,308,5.31,33,29,103,4.82,7.65,1,
2008,Durell Mapp,North Carolina,OLB,72.88,227,4.74,27,,,,,1,
2005,Jason Brown,North Carolina,C,74.8,313,5.5,23,30.5,102,4.51,7.72,1,
2005,Madison Hedgecock,North Carolina,FB,75,266,4.92,29,32.5,106,4.24,7.41,1,
2005,Gerald Sensabaugh,North Carolina,FS,72.5,214,4.48,17,46,113,,,1,
2017,Tarean Folston,Notre Dame,RB,69,214,,,,,4.2,,1,
2017,Jarron Jones,Notre Dame,DT,77.63,316,5.33,22,20.5,,4.53,,1,
2017,DeShone Kizer,Notre Dame,QB,76.13,233,4.83,,30.5,107,4.53,7.4,1,
2017,Isaac Rochell,Notre Dame,DT,76.38,280,4.89,25,31.5,114,,,1,
2016,Chris Brown,Notre Dame,WR,74,194,,,,,,,1,
2016,Sheldon Day,Notre Dame,DT,72.63,293,5.07,21,30,102,4.5,7.44,1,
2016,Will Fuller,Notre Dame,WR,72.13,186,4.32,10,33.5,126,4.27,6.93,1,
2016,Nick Martin,Notre Dame,C,76.13,299,5.22,28,28,97,4.72,7.57,1,
2016,Romeo Okwara,Notre Dame,DE,76.63,265,4.9,23,33,120,4.53,7.38,1,
2016,C.J. Prosise,Notre Dame,RB,72.5,220,4.48,,35.5,121,,,1,
2016,KeiVarae Russell,Notre Dame,CB,71.13,192,,17,,,,,1,
2016,Elijah Shumate,Notre Dame,SS,71,216,4.58,18,33,119,4.51,,1,
2016,Jaylon Smith,Notre Dame,OLB,74,223,,,,,,,1,
2016,Ronnie Stanley,Notre Dame,OT,77.75,312,5.2,,28.5,,4.9,8.03,1,
2015,Kyle Brindza,Notre Dame,K,72.63,236,5.17,14,,,,,1,
2015,Austin Collinsworth,Notre Dame,SS,73,205,4.62,,,,,,1,
2015,DaVaris Daniels,Notre Dame,WR,73.5,201,4.62,13,37,122,,,1,
2015,Doniel Gambrell,Notre Dame,OT,77,306,5.27,,,,,,1,
2015,Ben Koyack,Notre Dame,TE,76.88,255,4.77,,,,,,1,
2015,Kendall Moore,Notre Dame,ILB,73,242,4.65,,,,,,1,
2015,Cody Riggs,Notre Dame,CB,69,186,4.56,,,,,,1,
2014,George Atkinson,Notre Dame,RB,73.38,218,4.48,19,38,128,4.46,7.07,1,
2014,Bennett Jackson,Notre Dame,CB,71.88,195,4.51,13,38,127,4,6.75,1,
2014,TJ Jones,Notre Dame,WR,71.63,188,4.48,,33,117,4.27,6.82,1,
2014,Zack Martin,Notre Dame,OT,76.25,308,5.22,29,28,104,4.59,7.65,1,
2014,Troy Niklas,Notre Dame,TE,78.5,270,4.84,27,32,113,4.55,7.57,1,
2014,Louis Nix,Notre Dame,DT,74,331,5.42,,25.5,104,4.94,8.29,1,
2014,Prince Shembo,Notre Dame,OLB,73.38,253,4.71,26,38.5,122,4.31,7.29,1,
2014,Stephon Tuitt,Notre Dame,DT,77.5,304,4.92,31,,,,,1,
2014,Chris Watt,Notre Dame,OG,74.63,310,5.5,29,,,,,1,
2013,Braxston Cave,Notre Dame,C,75.25,303,5.33,,25.5,98,4.71,7.81,1,
2013,Tyler Eifert,Notre Dame,TE,77.5,250,4.68,22,35.5,119,4.32,6.92,1,
2013,Zeke Motta,Notre Dame,FS,74.25,213,4.83,11,35.5,126,4.16,6.75,1,
2013,Theo Riddick,Notre Dame,RB,70.13,201,4.68,,32,118,,,1,
2013,Manti Te'o,Notre Dame,ILB,73.25,241,4.82,,33,113,4.27,7.13,1,
2013,Cierre Wood,Notre Dame,RB,71,213,4.56,16,37.5,124,,,1,
2012,Robert Blanton,Notre Dame,CB,72.75,208,4.66,12,34,116,3.97,6.71,1,
2012,Taylor Dever,Notre Dame,OT,77.38,298,5.4,18,28,100,4.9,7.49,1,
2012,Darius Fleming,Notre Dame,OLB,73.63,245,4.71,27,33.5,114,4.28,7.03,1,
2012,Michael Floyd,Notre Dame,WR,74.63,220,4.4,16,36.5,122,,,1,
2012,Jonas Gray,Notre Dame,RB,69.75,223,4.58,20,,,,,1,
2012,Harrison Smith,Notre Dame,SS,73.88,213,4.54,19,34,122,4.12,6.63,1,
2011,Armando Allen,Notre Dame,RB,68.25,199,4.52,23,,,,,1,
2011,Ian Williams,Notre Dame,DT,73,319,5.21,31,28.5,98,4.78,,1,
2010,Jimmy Clausen,Notre Dame,QB,74.63,222,4.76,,,,,,1,
2010,Kyle McCarthy,Notre Dame,SS,72,205,4.58,24,34,117,4.13,6.74,1,
2010,Eric Olsen,Notre Dame,C,75.88,306,5.25,35,29.5,93,4.82,7.5,1,
2010,Golden Tate,Notre Dame,WR,70.25,199,4.42,17,35,120,4.34,7.12,1,
2010,Sam Young,Notre Dame,OT,80,316,5.2,29,29.5,104,4.87,7.73,1,
2009,David Bruton,Notre Dame,FS,74,219,4.4,19,41.5,132,4.28,6.6,1,
2008,John Carlson,Notre Dame,TE,77.13,251,4.89,20,30.5,113,4.28,7.12,1,
2008,Trevor Laws,Notre Dame,DT,72.75,304,5.12,35,30.5,103,4.49,7.37,1,
2008,John Sullivan,Notre Dame,C,75.5,301,5.4,21,30,103,4.55,7.62,1,
2008,Tom Zbikowski,Notre Dame,SS,71.3,211,4.54,24,,,,,1,
2007,Victor Abiamiri,Notre Dame,DE,76.25,267,4.85,25,,,,,1,
2007,Ryan Harris,Notre Dame,OT,76.5,305,5.11,22,25.5,100,4.52,7.78,1,
2007,Chinedum Ndukwe,Notre Dame,FS,73.75,206,4.5,15,37.5,,,,1,
2007,Brady Quinn,Notre Dame,QB,75.75,232,4.73,24,,,,,1,
2007,Dan Santucci,Notre Dame,OG,75.5,301,5.16,23,29,102,4.74,7.47,1,
2007,Darius Walker,Notre Dame,RB,70,206,4.56,19,40.5,123,4.39,7.18,1,
2006,Anthony Fasano,Notre Dame,TE,76.13,259,4.86,19,33.5,112,4.34,6.94,1,
2006,Dan Stevenson,Notre Dame,OG,77.13,300,5.39,24,24.5,100,4.59,7.58,1,
2006,Maurice Stovall,Notre Dame,WR,76.38,217,4.59,,35,122,4.14,6.81,1,
2005,Jerome Collins,Notre Dame,TE,76.25,267,4.73,21,,114,,,1,
2005,Mike Goolsby,Notre Dame,ILB,75,249,5,,29.5,112,4.36,7.31,1,
2005,Ryan Grant,Notre Dame,RB,73.1,215,4.5,17,33.5,115,4.12,7.08,1,
2017,Adam Bisnowaty,Pittsburgh,OT,77.63,304,5.23,23,29.5,96,4.94,8.02,1,
2017,James Conner,Pittsburgh,RB,73.25,233,4.65,20,29,113,,,1,
2017,Dorian Johnson,Pittsburgh,OG,76.63,300,5.27,21,30,114,5.09,8.39,1,
2017,Scott Orndoff,Pittsburgh,TE,76.75,253,4.84,17,27,112,4.45,7.37,1,
2017,Nathan Peterman,Pittsburgh,QB,74.63,226,4.82,,31,110,4.31,7.14,1,
2017,Ejuan Price,Pittsburgh,DE,70.88,241,4.84,20,31.5,117,4.31,,1,
2016,Tyler Boyd,Pittsburgh,WR,73.5,197,4.58,11,34,119,4.35,6.9,1,
2015,T.J. Clemmings,Pittsburgh,OT,76.75,309,5.14,22,32.5,111,4.54,7.68,1,
2015,Matt Rotheram,Pittsburgh,OG,77,339,5.53,,,,,,1,
2015,Ray Vinopal,Pittsburgh,FS,70,198,4.54,,,,,,1,
2014,Aaron Donald,Pittsburgh,DT,72.75,285,4.68,35,32,115,4.39,7.11,1,
2014,Tom Savage,Pittsburgh,QB,75.88,228,4.97,,27,104,4.36,7.33,1,
2014,Devin Street,Pittsburgh,WR,74.88,198,4.55,,37,123,4.01,6.89,1,
2013,Ray Graham,Pittsburgh,RB,69.13,199,4.8,18,32.5,112,4.21,7.17,1,
2012,Chas Alecxih,Pittsburgh,DT,75.75,296,5.31,19,25.5,99,4.62,7.74,1,
2012,Brandon Lindsey,Pittsburgh,OLB,73.63,254,4.85,23,33,117,4.28,7.36,1,
2012,Lucas Nix,Pittsburgh,OG,77.25,317,5.36,,29.5,102,4.9,7.81,1,
2012,Antwuan Reed,Pittsburgh,CB,69.75,188,4.58,14,36.5,124,4.2,,1,
2011,Jon Baldwin,Pittsburgh,WR,76.38,228,4.49,20,42,129,4.34,7.07,1,
2011,Henry Hynoski,Pittsburgh,FB,72.38,257,5.06,24,30.5,111,,,1,
2011,Dion Lewis,Pittsburgh,RB,66.63,193,4.56,17,34.5,112,4.18,6.9,1,
2011,Jason Pinkston,Pittsburgh,OT,75.38,317,5.39,,26.5,98,4.91,7.88,1,
2011,Jabaal Sheard,Pittsburgh,DE,74.88,264,4.68,,31,115,,,1,
2010,Nate Byham,Pittsburgh,TE,75.88,268,4.97,,29,109,,,1,
2010,Dorin Dickerson,Pittsburgh,TE,73.38,226,4.4,24,43.5,125,4.3,6.96,1,
2009,C.J. Davis,Pittsburgh,OG,74,308,5.51,21,25.5,88,4.93,8.09,1,
2009,Scott McKillop,Pittsburgh,ILB,72.88,244,4.7,27,35.5,119,4.39,7,1,
2008,Joe Clermond,Pittsburgh,DE,73.88,249,5.17,20,25.5,107,4.73,7.61,1,
2008,Mike McGlynn,Pittsburgh,OG,76.25,311,5.41,30,23,101,4.72,7.58,1,
2008,Jeff Otah,Pittsburgh,OT,78,322,5.57,27,22.5,102,,,1,
2008,Darrell Strong,Pittsburgh,TE,76,268,4.81,17,25,110,4.36,6.86,1,
2007,Tyler Palko,Pittsburgh,QB,73.38,215,4.88,,31.5,112,4.36,7.05,1,
2006,Josh Lay,Pittsburgh,CB,72,197,4.48,16,40.5,120,,,1,
2006,Greg Lee,Pittsburgh,WR,73.63,201,4.6,,35.5,114,4.09,6.8,1,
2006,Charles Spencer,Pittsburgh,OG,76.75,352,5.31,30,,,,,1,
2017,Amba Etta-Tawo,Syracuse,WR,73.25,208,4.49,14,31,126,4.32,6.95,1,
2016,Ron Thompson,Syracuse,DE,75,253,4.92,18,,,4.5,7.46,1,
2015,Dyshawn Davis,Syracuse,OLB,74,222,4.72,,,,,,1,
2015,Durrell Eskridge,Syracuse,FS,74.88,208,4.63,,31,117,4.26,7.09,1,
2015,Prince-Tyson Gulley,Syracuse,RB,68,194,4.63,,,,,,1,
2015,Sean Hickey,Syracuse,OT,77.38,309,5.14,35,,,,,1,
2015,Cameron Lynch,Syracuse,OLB,71,227,4.75,,,,,,1,
2015,Jarrod West,Syracuse,WR,74,209,4.53,,,,,,1,
2014,Jay Bromley,Syracuse,DT,75.13,306,5.06,26,33.5,104,4.78,7.92,1,
2014,Jerome Smith,Syracuse,RB,71.13,220,4.84,14,36,116,4.6,7.53,1,
2013,Alec Lemon,Syracuse,WR,73.25,202,4.59,7,32,112,4.29,7.04,1,
2013,Ryan Nassib,Syracuse,QB,74.13,227,5.06,,28.5,105,4.53,7.34,1,
2013,Justin Pugh,Syracuse,OG,76.5,307,5.14,,28.5,103,4.63,7.45,1,
2013,Shamarko Thomas,Syracuse,SS,68.88,213,4.42,28,40.5,133,4.26,,1,
2012,Chandler Jones,Syracuse,DE,77.38,266,4.77,22,35,120,4.38,7.07,1,
2012,Nick Provo,Syracuse,TE,75.25,237,4.78,,,,,,1,
2012,Phillip Thomas,Syracuse,FS,70.63,198,4.68,14,33,122,,,1,
2012,Andrew Tiller,Syracuse,OG,76.38,324,5.44,16,23,85,4.8,7.92,1,
2011,Ryan Bartholomew,Syracuse,C,73.13,302,4.93,34,26.5,92,4.62,7.62,1,
2011,Delone Carter,Syracuse,RB,68.63,222,4.54,27,37,120,4.07,6.92,1,
2011,Doug Hogue,Syracuse,OLB,74.5,235,4.62,18,36,121,4.57,7.09,1,
2010,Mike Williams,Syracuse,WR,73.5,221,4.53,8,33.5,116,4.31,6.9,1,
2009,Tony Fiammetta,Syracuse,FB,72.13,245,4.58,30,34,112,4.49,7.31,1,
2008,Jameel McClain,Syracuse,ILB,72.75,249,4.8,24,26,110,4.31,7.12,1,
2008,Taj Smith,Syracuse,WR,72.38,187,4.64,35,35,119,4.5,7.15,1,
2007,Tanard Jackson,Syracuse,FS,72,200,4.53,12,32.5,121,4.28,6.89,1,
2007,Kelvin Smith,Syracuse,ILB,74,240,4.82,26,32,110,4.42,7.19,1,
2006,Kader Drame,Syracuse,DT,77,290,5.29,17,30.5,108,,8.12,1,
2006,Ryan LaCasse,Syracuse,DE,74.38,257,4.62,34,34,113,4.3,7.25,1,
2006,Quinn Ojinnaka,Syracuse,OT,76.63,309,5.49,21,28.5,102,5.11,8.45,1,
2006,Anthony Smith,Syracuse,FS,72.13,194,4.71,18,41,125,4.35,6.75,1,
2006,James Wyche,Syracuse,DE,77.4,262,4.66,27,33,116,4.51,7.75,1,
2005,Diamond Ferri,Syracuse,SS,70.1,223,4.64,20,35.5,111,4.14,7.15,1,
2005,Walter Reyes,Syracuse,RB,70,209,4.52,16,32,108,4.38,7.23,1,
2005,Adam Terry,Syracuse,OT,80,330,5.43,,26.5,95,4.78,7.89,1,
2016,Maurice Canady,Virginia,CB,73,193,4.49,16,38,124,4.09,7.03,1,
2015,Henry Coley,Virginia,ILB,73,239,4.95,,,,,,1,
2015,Eli Harold,Virginia,OLB,75.13,247,4.6,,35,123,4.16,7.07,1,
2015,Anthony Harris,Virginia,SS,72.63,183,4.57,,,,,,1,
2015,DreQuan Hoskey,Virginia,CB,73,180,4.49,,,,,,1,
2015,Kevin Parks,Virginia,RB,66,201,4.53,,,,,,1,
2015,Max Valles,Virginia,OLB,76.63,251,4.83,,36.5,121,4.37,7.59,1,
2014,Morgan Moses,Virginia,OT,78,314,5.35,,21.5,104,4.95,7.93,1,
2013,Oday Aboushi,Virginia,OT,77.38,308,5.45,17,23.5,100,4.84,7.92,1,
2012,Cam Johnson,Virginia,DE,75.5,268,4.75,,35,105,4.38,7.2,1,
2012,Chase Minnifield,Virginia,CB,70.38,183,4.65,7,,,,,1,
2011,Ras-I Dowling,Virginia,CB,73.38,198,4.4,19,,,,,1,
